Precinct No.,Precinct Name,Active,Inactive
0401,401 - PRECINCT D-1,1367,231
0402,402 - PRECINCT D-2,1983,139
0403,403 - PRECINCT D-3,1869,185
0404,404 - PRECINCT D-4,954,54
0405,405 - PRECINCT D-5,2449,267
0501,501 - PRECINCT E-1,2300,406
0502,502 - PRECINCT E-2,1620,168
0503,503 - PRECINCT E-3,2820,1275
0601,601 - PRECINCT F-1,3098,922
0602,602 - PRECINCT F-2,2526,838
0701,701 - PRECINCT G-1,3353,841
0702,702 - PRECINCT G-2,2405,1156
# of Precincts in the Locality:,,51486,10409
0101,101 - ROCKFISH,2043,132
0201,201 - LOVINGSTON,1188,91
0202,202 - SCHUYLER,706,57
0301,301 - SHIPMAN,1639,92
0302,302 - GLADSTONE,290,24
0401,401 - ROSELAND,1857,94
0402,402 - MONTEBELLO,151,7
0501,501 - FABER,793,56
0502,502 - NELLYSFORD,1687,85
# of Precincts in the Locality:,,10354,638
0102,102 - TUNSTALL,708,31
0103,103 - SOUTHERN BRANCH,1791,80
0201,201 - QUINTON,1565,93
0202,202 - KENTWOOD,1106,72
0301,301 - WATKINS,980,44
0302,302 - CUMBERLAND,1381,55
0401,401 - PROVIDENCE FORGE,1852,83
0403,403 - MOUNTCASTLE,859,62
0501,501 - ELTHAM,1106,54
0502,502 - CHICKAHOMINY RIVER,1472,117
# of Precincts in the Locality:,,12820,691
0101,101 - PRECINCT 1-1,1867,156
0201,201 - PRECINCT 2-1,1712,70
0301,301 - PRECINCT 3-1,1707,85
0401,401 - PRECINCT 4-1,1623,65
0501,501 - PRECINCT 5-1,1784,116
# of Precincts in the Locality:,,8693,492
0101,101 - 1A,1522,69
0201,201 - 2A,1766,112
0301,301 - 3A,1066,67
0302,302 - 3B,573,28
0401,401 - 4A,2042,102
0501,501 - 5A,2063,108
# of Precincts in the Locality:,,9032,486
0101,101 - PRECINCT 1-1,1115,28
0102,102 - PRECINCT 1-2,743,7
0201,201 - PRECINCT 2-1,1421,89
0202,202 - PRECINCT 2-2,534,13
0301,301 - PRECINCT 3-1,916,20
0302,302 - PRECINCT 3-2,548,17
0401,401 - PRECINCT 4-1,1062,35
0402,402 - PRECINCT 4-2,844,23
0501,501 - PRECINCT 5-1,1880,70
# of Precincts in the Locality:,,9063,302
0101,101 - ONE WEST,2146,130
0102,102 - ONE EAST,2079,156
0201,201 - TWO WEST,2214,129
0202,202 - TWO EAST,1828,141
0301,301 - THREE WEST,2724,360
0302,302 - THREE EAST,793,66
0401,401 - FOUR WEST,2048,160
0402,402 - FOUR EAST,1943,214
0501,501 - FIVE SOUTH,2452,247
0502,502 - FIVE NORTH,2617,352
# of Precincts in the Locality:,,20844,1955
0101,101 - WEST LURAY,2885,331
0201,201 - EAST LURAY,2985,291
0301,301 - MARKSVILLE,3117,271
0401,401 - NEWPORT,2551,208
0501,501 - SHENANDOAH,2774,198
# of Precincts in the Locality:,,14312,1299
0101,101 - ARARAT,792,46
0102,102 - CLAUDVILLE,733,29
0103,103 - WILLIS GAP,758,35
0201,201 - DRY POND,445,14
0202,202 - PATRICK SPRINGS,1190,27
0203,203 - RUSSELL CREEK,924,27
0301,301 - CRITZ/STELLA,1441,48
0302,302 - LIBERTY,981,32
0401,401 - MEADOWS OF DAN,971,22
0402,402 - STUART ADMINISTRATION,1371,29
0501,501 - STUART COMMUNITY,558,16
0502,502 - ELAMSVILLE,823,20
0503,503 - WOOLWINE,943,28
# of Precincts in the Locality:,,11930,373
0103,103 - TWIN SPRINGS,2975,180
0105,105 - CHATHAM,1236,87
0106,106 - TUNSTALL,1325,79
0108,108 - WEST BLAIRS,783,26
0201,201 - CALLANDS,1175,54
0202,202- BEARSKIN,360,22
0204,204 - SANDY LEVEL,802,58
0206,206 - CLIMAX,892,41
0207,207 - GRETNA,2336,86
0301,301 - CENTRAL,1304,58
0305,305 - RICEVILLE,1117,50
0307,307 - EAST BLAIRS,1456,86
0308,308 - MT AIRY,677,20
0309,309 - EAST GRETNA,774,34
0402,402 - KEELING,1292,81
0404,404 - KENTUCK,2262,119
0405,405 - RINGGOLD,2547,165
0501,501 - HURT,2033,123
0502,502 - MOTLEY SYCAMORE,2132,103
0503,503 - RENAN,1118,28
0603,603 - STONY MILL,1546,73
0604,604 - SWANSONVILLE,1302,87
0605,605 - WHITMELL,1259,52
0606,606 - BROSVILLE,1245,73
0607,607 - DRY FORK,582,21
0702,702 - BACHELORS HALL,1725,87
0703,703 - FERRY ROAD,406,38
0704,704 - MT HERMON,2762,247
0705,705 - MT CROSS,1316,74
# of Precincts in the Locality:,,40739,2252
0101,101 - SUBLETTS,2154,71
0102,102 - MANAKIN,1331,48
0103,103 - FLAT ROCK,1214,51
0201,201 - POWHATAN STATION,1685,90
0202,202 - GRACELAND,2089,100
0301,301 - BETHESDA,1863,80
0302,302 - LEE'S LANDING,1314,62
0401,401 - POWHATAN COURTHOUSE,2616,134
0402,402 - MT ZION,1031,35
0501,501 - SMITH CROSS ROADS,1575,64
0502,502 - PINEVILLE,733,32
0503,503 - TOBACCOVILLE,744,28
# of Precincts in the Locality:,,18349,795
0101,101 - FARMVILLE,1548,316
0201,201 - LOCKETT,1799,210
0301,301 - LEIGH,1162,165
0302,302 - MT PLEASANT,633,63
0401,401 - HAMPDEN,1304,366
0501,501 - DARLINGTON HTS,841,93
0502,502 - BUFFALO HTS,560,53
0601,601 - PROSPECT,1905,217
0701,701 - WEST END,1571,227
0801,801 - CENTER,1092,263
# of Precincts in the Locality:,,12415,1973
0101,101 - RICHARD BLAND,1226,61
0102,102 - TEMPLETON,3195,143
0103,103 - UNION BRANCH,2105,110
0104,104 - RIVES,1916,707
0105,105 - HARRISON,764,29
0201,201 - BLAND,3083,217
0202,202 - BLACK WATER,2178,133
0203,203 - BRANDON,777,36
0204,204 - COURTS BLDG,2575,247
0205,205 - JEFFERSON PARK,2136,587
# of Precincts in the Locality:,,19955,2270
0101,101 - BRENTSVILLE,2966,175
0102,102 - CEDAR POINT,3627,326
0103,103 - GLENKIRK,2486,179
0104,104 - NOKESVILLE,1774,114
0105,105 - LIMESTONE,3144,179
0106,106 - JACKSON,2204,466
0107,107 - MARSTELLER,3880,281
0108,108 - VICTORY,3243,269
0109,109 - PINEY BRANCH,2502,193
0110,110 - BUCKLAND MILLS,4780,390
0111,111 - BRISTOW RUN,3844,250
0201,201 - SAUNDERS,3379,305
0202,202 - MARSHALL,3046,233
0203,203 - BENNETT,4770,367
0204,204 - ELLIS,2569,337
0205,205 - BUCKHALL,2463,155
0206,206 - COLES,2329,173
0207,207 - LODGE,3387,303
0208,208 - HYLTON,3907,271
0209,209 - PARK,1976,143
0210,210 - PENN,3327,184
0211,211 - SIGNAL HILL,1843,114
0212,212 - YORKSHIRE,3457,564
0301,301 - DUMFRIES,2314,455
0302,302 - POTOMAC,3359,542
0303,303 - GRAHAM PARK,3687,569
0304,304 - QUANTICO,870,643
0305,305 - PATTIE,2788,285
0306,306 - WASHINGTON-REID,2751,239
0307,307 - HENDERSON,4339,422
0308,308 - MONTCLAIR,3727,288
0309,309 - ASHLAND,1893,142
0310,310 - FOREST PARK,2346,297
0311,311 - SWANS CREEK,3249,318
0312,312 - TRIANGLE,533,89
0401,401 - EVERGREEN,3504,191
0402,402 - BATTLEFIELD,3830,195
0403,403 - BULL RUN,2298,166
0404,404 - SINCLAIR,2691,424
0405,405 - STONEWALL,3158,689
0406,406 - ALVEY,4878,293
0407,407 - HERITAGE HUNT,3423,132
0408,408 - SUDLEY,1869,154
0409,409 - PACE WEST,2906,303
0410,410 - MOUNTAIN VIEW,3361,266
0411,411 - MULLEN,3410,851
0501,501 - LAKE RIDGE,2899,332
0502,502 - OCCOQUAN,1620,247
0503,503 - OLD BRIDGE,3484,262
0504,504 - ROCKLEDGE,3381,221
0505,505 - MOHICAN,4095,433
0506,506 - BETHEL,3787,330
0507,507 - CHINN,2470,222
0508,508 - SPRINGWOODS,3782,630
0509,509 - MC COART,2636,149
0510,510 - STADIUM,2773,190
0511,511 - WESTRIDGE,2653,204
0512,512 - YORK,2890,455
0601,601 - DALE,2407,304
0602,602 - BEVILLE,3414,313
0603,603 - GODWIN,4128,559
0604,604 - CIVIC CENTER,2542,316
0605,605 - MINNIEVILLE,2556,262
0606,606 - BEL AIR,2528,232
0607,607 - KERRYDALE,3087,297
0608,608 - ENTERPRISE,2579,230
0609,609 - KING,2924,305
0610,610 - FITZGERALD,2675,301
0701,701 - BELMONT,2763,583
0702,702 - LIBRARY,3884,316
0703,703 - LYNN,2751,520
0704,704 - PORTER,3272,352
0705,705 - POTOMAC VIEW,1757,200
0706,706 - RIPPON,3632,407
0707,707 - KILBY,2092,198
0708,708 - RIVER OAKS,4519,663
0709,709 - FREEDOM,2810,413
# of Precincts in the Locality:,,230877,24370
0101,101 - BELSPRING,819,29
0102,102 - NEW RIVER,2415,192
0103,103 - WEST CLOYD,1254,49
0201,201 - DRAPER,1423,53
0202,202 - SOUTH PULASKI,436,37
0203,203 - NEWBERN,2377,149
0301,301 - DUBLIN,2184,113
0302,302 - HIWASSEE,481,41
0304,304 - SNOWVILLE,1160,57
0401,401 - MASSIE,3091,298
0402,402 - WALKER,882,49
0501,501 - ROBINSON,3794,396
# of Precincts in the Locality:,,20316,1463
0101,101 - WASHINGTON,1102,99
0201,201 - AMISSVILLE,1032,90
0301,301 - SPERRYVILLE,1045,99
0401,401 - SCRABBLE,1042,75
0501,501 - CHESTER GAP,474,47
0502,502 - FLINT HILL,602,66
# of Precincts in the Locality:,,5297,476
0101,101 - PRECINCT 1-1,1095,59
0201,201 - PRECINCT 2-1,921,70
0301,301 - PRECINCT 3-1,868,64
0401,401 - PRECINCT 4-1,1033,33
0501,501 - PRECINCT 5-1,898,61
# of Precincts in the Locality:,,4815,287
0101,101 - CATAWBA,726,50
0102,102 - MASON VALLEY,748,33
0103,103 - GLENVAR,1774,82
0104,104 - NORTHSIDE,1491,91
0105,105 - PETERS CREEK,2832,136
0106,106 - GREEN HILL,2999,182
0107,107 - BENNETT SPRINGS,1018,38
0108,108 - WILDWOOD,1456,87
0201,201 - PLANTATION,2183,169
0202,202 - BURLINGTON,1376,199
0203,203 - MOUNTAIN VIEW,2844,144
0204,204 - BOTETOURT SPRINGS,2200,104
0205,205 - ORCHARDS,3286,294
0206,206 - HOLLINS,1316,165
0301,301 - BENT MOUNTAIN,690,53
0302,302 - POAGES MILL,2990,180
0303,303 - WINDSOR HILLS,1743,142
0304,304 - OAK GROVE,2968,203
0305,305 - CASTLE ROCK,3591,255
0306,306 - GARST MILL,1667,246
0402,402 - BONSACK,598,40
0403,403 - NORTH VINTON,1976,217
0404,404 - SOUTH VINTON,2609,251
0405,405 - LINDENWOOD,3633,194
0406,406 - MOUNT PLEASANT,2560,153
0501,501 - COTTON HILL,1553,95
0502,502 - PENN FOREST,1453,111
0503,503 - CAVE SPRING,1868,106
0504,504 - OGDEN,1789,416
0505,505 - CLEARBROOK,1471,98
0506,506 - MOUNT VERNON,1537,180
0507,507 - HUNTING HILLS,2941,290
# of Precincts in the Locality:,,63886,5004
0101,101 - AIRPORT,1180,85
0102,102 - BEN SALEM,797,42
0103,103 - PLANK ROAD,470,20
0104,104 - EFFINGER,497,33
0201,201 - COLLIERSTOWN,833,34
0202,202 - HIGHLAND BELLE,1603,107
0203,203 - VO-TECH,506,73
0301,301 - MAURY RIVER,873,68
0302,302 - NATURAL BRIDGE,912,54
0303,303 - FALLING SPRING,417,26
0401,401 - FAIRFIELD,863,42
0402,402 - MOUNTAIN VIEW,1280,85
0403,403 - VESUVIUS,453,40
0501,501 - GOSHEN,511,38
0502,502 - MEADOWVIEW,795,83
0503,503 - ROCKBRIDGE BATHS,554,30
0504,504 - ROCKBRIDGE,926,35
# of Precincts in the Locality:,,13470,895
0101,101 - BROADWAY,2131,164
0102,102 - TIMBERVILLE,1264,83
0103,103 - FULKS RUN,1229,67
0104,104 - BERGTON,445,18
0105,105 - LACEY SPRING,987,34
0106,106 - TENTH LEGION,946,53
0107,107 - PLAINS,1012,44
0108,108 - LITTLE NORTH MOUNTAIN,754,28
0201,201 - SINGERS GLEN,1381,59
0202,202 - EDOM,2184,118
0203,203 - DAYTON,957,57
0204,204 - MT CLINTON,1605,56
0205,205 - SILVER LAKE,1941,74
0301,301 - KEEZLETOWN,1080,48
0302,302 - PORT REPUBLIC,1626,83
0303,303 - MELROSE,906,32
0304,304 - GROTTOES,1529,85
0305,305 - MASSANETTA SPRINGS,4182,251
0306,306 - CROSS KEYS,553,12
0401,401 - BRIDGEWATER,3136,241
0402,402 - MONTEZUMA,1574,47
0403,403 - MT CRAWFORD,256,24
0404,404 - NORTH RIVER,1452,88
0405,405 - OTTOBINE,1869,76
0501,501 - ELKTON,1667,146
0502,502 - SWIFT RUN,2394,112
0503,503 - MCGAHEYSVILLE,1968,90
0504,504 - SOUTH FORK,1076,55
0505,505 - STONY RUN,2001,170
# of Precincts in the Locality:,,44105,2415
0101,101 - MOCCASIN,1211,100
0102,102 - COPPER CREEK,1011,72
0103,103 - SOUTH CASTLEWOOD,801,98
0201,201 - NORTH CASTLEWOOD,2316,213
0202,202 - DANTE,550,80
0301,301 - COOKS MILL,408,34
0302,302 - DAUGHERTY,535,17
0303,303 - NEW GARDEN,1398,155
0304,304 - CLEVELAND,817,66
0401,401 - DRILL,194,14
0402,402 - SWORDS CREEK,1973,124
0403,403 - HONAKER,930,55
0501,501 - WEST LEBANON,2793,332
0601,601 -  EAST LEBANON,1420,78
0602,602 - ELK GARDEN,1662,128
# of Precincts in the Locality:,,18019,1566
0101,101 - WEBER CITY,1241,54
0102,102 - YUMA,1327,48
0202,202 - WEBER CITY EAST,933,21
0203,203 - HILTONS,1355,39
0204,204 - CLARK'S,344,26
0301,301 - NICKELSVILLE,1017,21
0302,302 - SNOWFLAKE,703,22
0303,303 - TWIN SPRINGS,758,22
0304,304 - COPPER CREEK,230,8
0401,401 - GATE CITY,2961,92
0501,501 - DUNGANNON,644,7
0502,502 - FORT BLACKMORE,673,12
0503,503 - MANVILLE,414,7
0504,504 - RYE COVE,856,19
0601,601 - CLINCHPORT,645,27
0602,602 - DUFFIELD-PATTONSVILLE,1283,57
0603,603 - FAIRVIEW,359,16
# of Precincts in the Locality:,,15743,498
0101,101 - ORKNEY SPRINGS,1229,91
0103,103 - NEW MARKET,2992,259
0201,201 - CONICVILLE,2045,132
0202,202 - MT JACKSON,1855,139
0302,302 - EDINBURG,1819,107
0303,303 - ST LUKE,1704,98
0304,304 - FORT VALLEY,936,47
0401,401 - WOODSTOCK,4107,492
0501,501 - CEDAR CREEK,171,8
0503,503 - TOMS BROOK,2664,202
0504,504 - LEBANON CHURCH,1744,98
0601,601 - STRASBURG,3985,545
# of Precincts in the Locality:,,25251,2218
0101,101 - SALTVILLE,2553,199
0201,201 - SEVEN MILE FORD,1725,135
0202,202 - RICH VALLEY,745,28
0301,301 - CHILHOWIE,2118,155
0302,302 - ST CLAIR,562,22
0401,401 - EAST PARK,1547,200
0402,402 - WEST PARK,936,197
0501,501 - ATKINS,1606,156
0502,502 - WASSONA,1121,93
0601,601 - ROYAL OAK EAST,1675,217
0602,602 - ROYAL OAK WEST,793,69
0701,701 - ADWOLFE,1567,117
0702,702 - SUGAR GROVE,985,99
0703,703 - KONNAROCK,161,11
# of Precincts in the Locality:,,18094,1698
0101,101 - BERLIN,766,70
0102,102 - IVOR,1118,96
0201,201 - BOYKINS,1269,119
0202,202 - BRANCHVILLE,388,29
0301,301 - CAPRON,973,76
0302,302 - SEBRELL,919,49
0401,401 - DREWRYVILLE,731,76
0501,501 - HUNTERDALE,1335,80
0502,502 - FORKS-OF-THE-RIVER,611,75
0601,601 - COURTLAND,1301,129
0602,602 - SEDLEY,485,35
0701,701 - BLACKWATER RIVER,724,89
0702,702 - NEWSOMS,931,117
# of Precincts in the Locality:,,11551,1040
0101,101 - PARTLOW,2274,141
0102,102 - BLAYDES CORNER,2481,176
0103,103 - TRAVELERS REST,3110,180
0104,104 - MASSAPONAX,2901,186
0201,201 - WILDERNESS SCHOOL,2748,279
0202,202 - WILDERNESS FIRE,2616,172
0203,203 - NI RIVER / ELYS FORD,2149,136
0204,204 - CHANCELLOR,3561,373
0301,301 - PLANK ROAD,3591,281
0302,302 - HAZEL RUN,3693,409
0303,303 - RIVERBEND,3600,249
0401,401 - SUMMIT,3191,382
0402,402 - PARKSIDE,2979,224
0403,403 - LEE HILL,4128,344
0501,501 - BELMONT,2017,97
0502,502 - BROKENBURG,1776,85
0503,503 - POST OAK,2044,99
0504,504 - COURTHOUSE,2961,159
0505,505 - BROCK,2894,109
0601,601 - SALEM,3530,306
0602,602 - SMITH STATION,4438,490
0603,603 - PIEDMONT,2443,235
0701,701 - BATTLEFIELD,2511,208
0702,702 - BRENTS MILL,3436,449
0703,703 - FAIRVIEW,1900,233
0704,704 - GAYLE,3326,159
# of Precincts in the Locality:,,76298,6161
0101,101 - HARTWOOD,4055,216
0102,102 - ROCKY RUN,1718,155
0103,103 - SIMPSON,2264,146
0104,104 - COLLEGE,2997,207
0201,201 - ROCK HILL,2771,211
0202,202 - ROSEVILLE,3544,283
0203,203 - RUBY,2398,199
0204,204 - STEFANIGA,3351,230
0301,301 - GRIFFIS,2279,335
0302,302 - WIDEWATER,3487,465
0303,303 - HARBOUR,1971,248
0304,304 - BARRETT,1501,175
0401,401 - AQUIA,906,170
0402,402 - COURTHOUSE,3916,569
0403,403 - BROOKE,3672,279
0404,404 - GOVERNMENT ISLAND,2645,242
0501,501 - GRAFTON,3667,251
0502,502 - FALMOUTH,2547,209
0503,503 - DREW,2432,274
0504,504 - GAYLE,2627,259
0601,601 - FERRY FARM,2646,141
0602,602 - CHATHAM,3141,283
0603,603 - WHITE OAK,3110,211
0604,604 - ENGLAND RUN,1609,386
0701,701 - WOODLANDS,3647,425
0702,702 - WHITSON,3280,618
0703,703 - HAMPTON,3884,354
# of Precincts in the Locality:,,76065,7541
0101,101 - SURRY,1093,83
0201,201 - BACONS CASTLE,1007,55
0301,301 - DENDRON,554,25
0302,302 - WALLS BRIDGE,495,29
0401,401 - CARSLEY,1021,63
0501,501 - CLAREMONT,666,32
0502,502 - SPRING GROVE,393,28
# of Precincts in the Locality:,,5229,315
0101,101 - WAVERLY,1182,103
0201,201 - STONY CREEK,796,62
0202,202 - LITTLE MILL,227,17
0301,301 - COURTHOUSE,844,78
0302,302 - WAKEFIELD,209,23
0401,401 - MARS HILL,985,93
0402,402 - WEST WAKEFIELD,135,9
0501,501 - HENRY,777,69
0502,502 - YALE,369,29
0601,601 - BLACKWATER,757,47
0602,602 - NEWVILLE,408,32
# of Precincts in the Locality:,,6689,562
0101,101 - ABBS VALLEY,515,63
0102,102 - TIP TOP,682,62
0103,103 - BOISSEVAIN,380,50
0104,104 - FALLS MILLS,733,126
0106,106 - POCAHONTAS,386,92
0107,107 - AMONATE,191,30
0109,109 - BISHOP,298,38
0110,110 - ADRIA,741,89
0111,111 - GAP STORE,603,61
0112,112 - BANDY,300,31
0203,203 - BURKES GARDEN,174,13
0204,204 - CLEAR FORK,675,60
0207,207 - FREESTONE,227,23
0209,209 - JEFFERSONVILLE,3784,409
0214,214 - THOMPSON VALLEY,734,61
0301,301 - CEDAR BLUFF,2713,309
0302,302 - BAPTIST VALLEY,597,44
0303,303 - WARDELL,1053,146
0305,305 - POUNDING MILL,847,70
0401,401 - RICHLANDS,3356,381
0402,402 - JEWELL RIDGE,398,33
0404,404 - RAVEN,1121,166
0501,501 - SPRINGVILLE,1828,282
0502,502 - GRAHAM,3574,550
# of Precincts in the Locality:,,25910,3189
0101,101 - FORK TOWN,1607,334
0102,102 - OTTERBURN,2750,198
0201,201 - HAPPY CREEK,2440,312
0202,202 - LINDEN,2126,238
0301,301 - NORTH RIVER,2143,325
0302,302 - RIVERTON,1950,145
0401,401 - EAST SHENANDOAH,3213,339
0402,402 - TOWN - WEST SHENANDOAH,1501,151
0501,501 - SOUTH RIVER,2809,467
0502,502 - BENTONVILLE,893,61
0504,504 - BROWNTOWN,675,47
# of Precincts in the Locality:,,22107,2617
0101,101 - EAST ABINGDON,3104,419
0102,102 - WEST ABINGDON,1664,238
0201,201 - CLINCHBURG,951,63
0202,202 - GREENDALE,1674,144
0203,203 - HAYTERS GAP,634,38
0204,204 WOODLAND HILLS,1428,83
0301,301 - WATAUGA,2713,166
0302,302 - SOUTH ABINGDON,2671,352
0401,401 - GLADE SPRING,2041,139
0402,402 - MEADOWVIEW,2536,211
0501,501 - RHEA VALLEY,2870,150
0502,502 - DAMASCUS,1461,157
0504,504 - GREEN COVE,247,21
0601,601 - BURSON PLACE,2335,174
0602,602 - MENDOTA,457,33
0603,603 - VALLEY INSTITUTE,1858,145
0701,701 - HIGH POINT,1938,136
0702,702 - WALLACE,942,82
0703,703 - JOHN BATTLE,2222,266
# of Precincts in the Locality:,,33746,3017
0101,101 - PRECINCT 1-1,1474,91
0102,102 - PRECINCT 1-2,791,44
0201,201 - PRECINCT 2-1,2526,170
0301,301 - PRECINCT 3-1,2092,134
0401,401 - PRECINCT 4-1,2142,187
0501,501 - PRECINCT 5-1,2100,235
# of Precincts in the Locality:,,11125,861
0101,101 - APPALACHIA,1502,147
0102,102 - DORCHESTER,913,68
0103,103 - GUEST RIVER VOTING PLACE,896,41
0104,104 - WEST POUND,2536,206
0201,201 - NORTH COEBURN,1302,127
0202,202 - WISE,3481,260
0203,203 - EAST POUND,667,68
0301,301 - BIG STONE GAP,2575,350
0302,302 - EAST STONE GAP,2550,271
0401,401 - CLINCH VALLEY,2197,154
0402,402 - SOUTH COEBURN,2657,275
0403,403 - ST PAUL,913,122
# of Precincts in the Locality:,,22189,2089
0101,101 - ROYAL OAK,712,48
0102,102 - RURAL RETREAT,2271,142
0203,203 - WEST WYTHEVILLE,3005,269
0303,303 - EAST WYTHEVILLE,3095,315
0401,401 - FORT CHISWELL,1439,85
0402,402 - MAX MEADOWS,1548,97
0501,501 - JACKSON MEMORIAL,1176,68
0502,502 - SHEFFEY,1659,93
0601,601 - HUDDLE,750,38
0602,602 - ZION,1216,71
0603,603   EVERGREEN,889,67
# of Precincts in the Locality:,,17760,1293
0101,101 - QUEENS LAKE,2254,196
0102,102 - WALLER MILL,2752,352
0103,103 - MAGRUDER,3717,453
0201,201 - COVENTRY,4164,1054
0202,202 - KILN CREEK,2022,204
0301,301 - SEAFORD,3624,235
0302,302 - YORKTOWN,2816,224
0303,303 - EDGEHILL,2970,389
0401,401 - HARWOODS MILL,3650,242
0402,402 - DARE,3701,452
0403,403 - GRAFTON,1934,186
0501,501 - TABB,4010,333
0502,502 - BETHEL,4079,899
# of Precincts in the Locality:,,41693,5219
0101,101 - LADREY SENIOR BUILDING,2217,461
0102,102 - CITY HALL,2578,410
0103,103 - LYLES CROUCH SCHOOL,3783,1002
0104,104 - DURANT CENTER,3702,808
0105,105 - LEE CENTER,3820,899
0106,106 - CORA KELLY CENTER,4097,1191
0107,107 - MT VERNON RECREATION CENTER,4042,781
0108,108 - GEORGE WASHINGTON MIDDLE SCH,3519,659
0109,109 - FIRE DEPARTMENT HEADQUARTERS,3708,975
0201,201 - MAURY SCHOOL,2786,402
0202,202 - GEORGE MASON SCHOOL,2723,206
0203,203 - AGUDAS ACHIM SYNAGOGUE,2870,519
0204,204 - BLESSED SACRAMENT CHURCH,2553,276
0205,205 - DOUGLAS MACARTHUR SCHOOL,3716,683
0206,206 - CHINQUAPIN PARK RECREATION CTR,2841,514
0207,207 - TEMPLE BETH EL SYNAGOGUE,3702,472
0208,208 - NOVA ARTS CENTER,3907,1387
0209,209 - JAMES K POLK SCHOOL,3836,916
0210,210 - ST JAMES CHURCH,2081,318
0302,302 - PATRICK HENRY REC CENTER,2871,926
0303,303 - CHARLES E BEATLEY LIBRARY,3353,1021
0304,304 - SAMUEL TUCKER SCHOOL,4358,1707
0305,305 - JOHN ADAMS SCHOOL,4281,1063
0306,306 - WILLIAM RAMSAY SCHOOL,4074,691
0307,307 - SOUTH PORT,3261,608
0308,308 - CAMERON STATION COMMUNITY CTR,3420,793
# of Precincts in the Locality:,,88099,19688
0001,001 - WARD ONE,2076,126
0002,002 - WARD TWO,1692,139
# of Precincts in the Locality:,,3768,265
0001,001 - FIRST WARD,2249,199
0002,002 - SECOND WARD,2867,212
0003,003 - THIRD WARD,2410,210
0004,004 - FOURTH WARD,4006,234
# of Precincts in the Locality:,,11532,855
0001,001 - FIRST WARD,1899,219
0002,002 - SECOND WARD,1826,258
# of Precincts in the Locality:,,3725,477
0101,101 - RECREATION,3255,440
0102,102 - CLARK,3631,566
0201,201 - CARVER,3454,592
0202,202 - WALKER,3790,486
0301,301 - BENJAMIN TONSLER,2832,443
0302,302 - JOHNSON,3521,654
0303,303 - BUFORD,2274,657
0401,401 - VENABLE,2375,917
0402,402 - ALUMNI HALL,2523,744
# of Precincts in the Locality:,,27655,5499
0001,001 - GREAT BRIDGE,2604,330
0002,002 - BETHEL,2290,263
0003,003 - CAMELOT,3382,245
0004,004 - CHURCHLAND,1844,149
